1,0,76,56,0,0.2142855,5,6
1,0,75,64,0.2142855,0.428571,7,8
1,0,76,72,0.428571,0.6428565,9,10
1,0,75,80,0.6428565,0.857142,11,12
1,0,76,80,0.857142,1.0714275,13,14
1,0,71,80,1.0714275,1.285713,15,16
1,0,74,80,1.285713,1.4999985,17,18
1,0,72,80,1.4999985,1.714284,19,20
1,0,69,80,1.714284,1.9285695,21,24
1,0,45,80,1.714284,1.9285695,22,25
1,0,52,64,1.9285695,2.142855,26,27
1,0,57,72,2.142855,2.3571405,28,29
1,0,60,80,2.3571405,2.571426,30,31
1,0,64,80,2.571426,2.7857115,32,33
1,0,69,80,2.7857115,2.999997,34,35
1,0,71,80,2.999997,3.2142825,36,39
1,0,40,80,2.999997,3.2142825,37,40
1,0,52,64,3.2142825,3.428568,41,42
1,0,56,72,3.428568,3.6428535,43,44
1,0,64,80,3.6428535,3.857139,45,46
1,0,68,80,3.857139,4.0714245,47,48
1,0,71,80,4.0714245,4.28571,49,50
1,0,72,80,4.28571,4.4999955,51,53
1,0,45,80,4.28571,4.4999955,52,54
1,0,52,64,4.4999955,4.714281,55,56
1,0,57,72,4.714281,4.9285665,57,58
1,0,64,80,4.9285665,5.142852,59,60
1,0,76,56,5.142852,5.3571375,61,62
1,0,75,64,5.3571375,5.571423,63,64
1,0,76,72,5.571423,5.7857085,65,66
1,0,75,80,5.7857085,5.999994,67,68
1,0,76,80,5.999994,6.2142795,69,70
1,0,71,80,6.2142795,6.428565,71,72
1,0,74,80,6.428565,6.6428505,73,74
1,0,72,80,6.6428505,6.857136,75,76
1,0,69,80,6.857136,7.0714215,77,80
1,0,45,80,6.857136,7.0714215,78,81
1,0,52,64,7.0714215,7.285707,82,83
1,0,57,72,7.285707,7.4999925,84,85
1,0,60,80,7.4999925,7.714278,86,87
1,0,64,80,7.714278,7.9285635,88,89
1,0,69,80,7.9285635,8.142849,90,91
1,0,71,80,8.142849,8.3571345,92,95
1,0,40,80,8.142849,8.3571345,93,96
1,0,52,64,8.3571345,8.57142,97,98
1,0,56,72,8.57142,8.7857055,99,100
1,0,64,80,8.7857055,8.999991,101,102
1,0,72,80,8.999991,9.2142765,103,104
1,0,71,80,9.2142765,9.428562,105,106
1,0,69,80,9.428562,9.6428475,107,109
1,0,45,80,9.428562,9.6428475,108,110
1,0,52,64,9.6428475,9.857133,111,112
1,0,57,72,9.857133,10.0714185,113,115
1,0,76,56,10.0714185,10.285704,116,117
1,0,75,64,10.285704,10.4999895,118,119
1,0,76,72,10.4999895,10.714275,120,121
1,0,75,80,10.714275,10.9285605,122,123
1,0,76,80,10.9285605,11.142846,124,125
1,0,71,80,11.142846,11.3571315,126,127
1,0,74,80,11.3571315,11.571417,128,129
1,0,72,80,11.571417,11.7857025,130,131
1,0,69,80,11.7857025,11.999988,132,135
1,0,45,80,11.7857025,11.999988,133,136
1,0,52,64,11.999988,12.2142735,137,138
1,0,57,72,12.2142735,12.428559,139,140
1,0,60,80,12.428559,12.6428445,141,142
1,0,64,80,12.6428445,12.85713,143,144
1,0,69,80,12.85713,13.0714155,145,146
1,0,71,80,13.0714155,13.285701,147,150
1,0,40,80,13.0714155,13.285701,148,151
1,0,52,64,13.285701,13.4999865,152,153
1,0,56,72,13.4999865,13.714272,154,155
1,0,64,80,13.714272,13.9285575,156,157
1,0,68,80,13.9285575,14.142843,158,159
1,0,71,80,14.142843,14.3571285,160,161
1,0,72,80,14.3571285,14.571414,162,164
1,0,45,80,14.3571285,14.571414,163,165
1,0,52,64,14.571414,14.7856995,166,167
1,0,57,72,14.7856995,14.999985,168,169
1,0,64,80,14.999985,15.2142705,170,171
1,0,76,56,15.2142705,15.428556,172,173
1,0,75,64,15.428556,15.6428415,174,175
1,0,76,72,15.6428415,15.857127,176,177
1,0,75,80,15.857127,16.0714125,178,179
1,0,76,80,16.0714125,16.285698,180,181
1,0,71,80,16.285698,16.4999835,182,183
1,0,74,80,16.4999835,16.714269,184,185
1,0,72,80,16.714269,16.9285545,186,187
1,0,69,80,16.9285545,17.14284,188,191
1,0,45,80,16.9285545,17.14284,189,192
1,0,52,64,17.14284,17.3571255,193,194
1,0,57,72,17.3571255,17.571411,195,196
1,0,60,80,17.571411,17.7856965,197,198
