1,0,76,71,0.000,0.150
1,0,76,71,0.150,0.760
1,0,75,71,0.760,1.370
1,0,76,71,1.370,1.980
1,0,75,71,1.980,2.290
1,0,76,71,2.290,2.900
1,0,71,71,2.900,3.510
1,0,74,71,3.510,4.120
1,0,72,71,4.120,4.430
1,0,69,71,4.430,5.040
1,0,57,71,5.040,5.650
1,0,69,71,5.650,5.960
1,0,60,71,5.960,6.570
1,0,64,71,6.570,6.880
1,0,69,71,6.880,7.490
1,0,71,71,7.490,7.800
1,0,69,71,7.800,8.110
1,0,71,71,8.110,8.420
1,0,69,71,8.420,9.030
1,0,64,71,9.030,9.340
1,0,76,71,9.340,9.650
1,0,64,71,9.650,10.260
1,0,71,71,10.260,10.870
1,0,57,71,10.870,11.020
1,0,72,71,11.020,11.630
1,0,72,71,11.630,11.940
1,0,57,71,11.940,12.090
1,0,64,71,12.090,12.700
1,0,76,71,12.700,13.310
1,0,75,71,13.310,13.620
1,0,76,71,13.620,14.230
1,0,75,71,14.230,14.840
1,0,76,71,14.840,15.450
1,0,71,71,15.450,16.060
1,0,74,71,16.060,16.670
1,0,72,71,16.670,16.980
1,0,69,71,16.980,17.590
1,0,57,71,17.590,18.200
1,0,69,71,18.200,18.510
1,0,60,71,18.510,19.120
1,0,64,71,19.120,19.430
1,0,69,71,19.430,20.040
1,0,71,71,20.040,21.260
1,0,64,71,21.260,21.870
1,0,64,71,21.870,22.180
1,0,72,71,22.180,22.790
1,0,71,71,22.790,23.100
1,0,69,71,23.100,23.710
1,0,57,71,23.710,24.320
1,0,69,71,24.320,24.930
1,0,76,71,24.930,25.540
1,0,75,71,25.540,25.850
1,0,76,71,25.850,26.460
1,0,75,71,26.460,27.070
1,0,76,71,27.070,27.680
1,0,71,71,27.680,28.290
1,0,74,71,28.290,28.900
1,0,72,71,28.900,29.210
1,0,69,71,29.210,29.820
1,0,57,71,29.820,30.430
1,0,69,71,30.430,30.740
1,0,60,71,30.740,31.350
1,0,64,71,31.350,31.660
1,0,69,71,31.660,32.270
1,0,71,71,32.270,33.490
1,0,64,71,33.490,34.100
1,0,64,71,34.100,34.710
1,0,71,71,34.710,35.020
1,0,57,71,35.020,35.170
1,0,72,71,35.170,35.780
1,0,72,71,35.780,36.090
1,0,57,71,36.090,36.240
1,0,64,71,36.240,36.850
1,0,76,71,36.850,37.460
