1,0,64,71,0.000,0.500
1,0,67,71,0.500,1.000
1,0,67,71,1.000,1.500
1,0,67,71,1.500,2.000
1,0,69,71,2.000,2.500
1,0,64,71,2.500,3.000
1,0,67,71,3.000,3.500
1,0,67,71,3.500,4.000
1,0,69,71,4.000,4.500
1,0,67,71,4.500,5.000
1,0,69,71,5.000,5.500
1,0,72,71,5.500,6.000
1,0,71,71,6.000,6.500
1,0,69,71,6.500,7.000
1,0,67,71,7.000,7.500
1,0,65,71,7.500,8.000
1,0,67,71,8.000,8.500
1,0,64,71,8.500,9.000
1,0,67,71,9.000,9.500
1,0,67,71,9.500,10.000
1,0,67,71,10.000,10.500
1,0,69,71,10.500,11.000
1,0,71,71,11.000,11.500
1,0,67,71,11.500,12.000
1,0,72,71,12.000,12.500
1,0,74,71,12.500,13.000
1,0,72,71,13.000,13.500
1,0,74,71,13.500,14.000
1,0,76,71,14.000,14.500
1,0,74,71,14.500,15.000
1,0,72,71,15.000,15.500
1,0,64,71,15.500,16.000
1,0,67,71,16.000,16.500
1,0,69,71,16.500,17.000
1,0,67,71,17.000,17.500
1,0,64,71,17.500,18.000
1,0,67,71,18.000,18.500
1,0,69,71,18.500,19.000
1,0,67,71,19.000,19.500
1,0,64,71,19.500,20.000
1,0,62,71,20.000,20.500
