1,0,27,74,0,2,4,9
1,0,51,51,0,2,5,12
1,0,54,51,0,2,6,14
1,0,58,51,0,2,7,15
1,0,63,51,0,2,8,17
1,0,34,74,2,4,10,19
1,0,49,51,2,4,11,22
1,0,53,51,2,4,13,23
1,0,58,51,2,4,16,25
1,0,63,51,2,4,18,27
1,0,35,74,4,6,20,30
1,0,47,51,4,6,21,32
1,0,54,51,4,6,24,34
1,0,58,51,4,6,26,35
1,0,63,51,4,6,28,37
1,0,32,74,6,8,29,39
1,0,44,51,6,8,31,40
1,0,51,51,6,8,33,41
1,0,59,51,6,8,36,45
1,0,27,74,8,10,38,47
1,0,51,51,8,10,42,50
1,0,54,51,8,10,43,52
1,0,58,51,8,10,44,53
1,0,63,51,8,10,46,55
1,0,34,74,10,12,48,57
1,0,49,51,10,12,49,60
1,0,53,51,10,12,51,61
1,0,58,51,10,12,54,63
1,0,63,51,10,12,56,65
1,0,35,74,12,14,58,68
1,0,47,51,12,14,59,70
1,0,54,51,12,14,62,72
1,0,58,51,12,14,64,73
1,0,63,51,12,14,66,75
1,0,32,74,14,16,67,76
1,0,44,51,14,16,69,77
1,0,51,51,14,16,71,78
1,0,59,51,14,16,74,82
1,0,51,51,16,18,79,88
1,0,54,51,16,18,80,90
1,0,58,51,16,18,81,91
1,0,63,51,16,18,83,93
1,0,70,96,16,17.5,84,86
1,0,66,96,17.5,18,85,95
1,0,49,51,18,20,87,100
1,0,53,51,18,20,89,101
1,0,58,51,18,20,92,103
1,0,63,51,18,20,94,106
1,0,68,96,18,19.5,96,98
1,0,65,96,19.5,20,97,108
1,0,47,51,20,22,99,113
1,0,54,51,20,22,102,115
1,0,58,51,20,22,104,116
1,0,61,96,20,20.1666666666667,105,111
1,0,63,51,20,20.0677083333333,107,109
1,0,63,96,20.0677083333333,22,110,118
1,0,44,51,22,24,112,119
1,0,51,51,22,24,114,120
1,0,59,51,22,24,117,124
1,0,51,51,24,26,121,130
1,0,54,51,24,26,122,132
1,0,58,51,24,26,123,133
1,0,63,51,24,26,125,135
1,0,70,96,24,25.5,126,128
1,0,66,96,25.5,26,127,137
1,0,49,51,26,28,129,142
1,0,53,51,26,28,131,143
1,0,58,51,26,28,134,145
1,0,63,51,26,28,136,148
1,0,68,96,26,27.5,138,140
1,0,65,96,27.5,28,139,150
1,0,47,51,28,30,141,155
1,0,54,51,28,30,144,157
1,0,58,51,28,30,146,158
1,0,61,96,28,28.1666666666667,147,153
1,0,63,51,28,28.0677083333333,149,151
1,0,63,96,28.0677083333333,30,152,160
1,0,44,51,30,32,154,161
1,0,51,51,30,32,156,162
1,0,59,51,30,32,159,163
